1363443,1345101,1361524,1357534,1374013,1357553,1355871,1360508,1380745,1352442,1347060,1360202,1246625,1323124,1354169,1350492,1359140,1343703,1354019,1527545,1342865,1351071,1358282,1345948,1419923,1336693,1346213,1355316,1347492,1064816,1356337,1348679,1380966,1378142,1342744,1361316,1341341,1350574,1347989,1442136,1355033,1312665,1356832,1353110,1362525,1353823,1350729,1358723,1358760,1362471,1358842,1345144,1274220,1353152,1344122,1342293,1340824,1345723,1364439,1347915,1353423,1329902,1352708,1348420,1353439
1313356,1312819,1329341,1324422,1333005,1324447,1319739,1328223,1351584,1315839,1316694,1323613,1209381,1287284,1320076,1315085,1325076,1312665,1321843,1497041,1309582,1324546,1308830,1316386,1383391,1318795,1310986,1320117,1319126,1038480,1324729,1324235,1347341,1340826,1306047,1332226,1320612,1317127,1315118,1401719,1319226,1285044,1311700,1324620,1313980,1310268,1328056,1323647,1322641,1326527,1328257,1320775,1232390,1323657,1333169,1325805,1301722,1314260,1330722,1293351,1315905,1301092,1319654,1312750,1320292
1332343,1325784,1340739,1349843,1344801,1334727,1336855,1321423,1373248,1337774,1320973,1337038,1245004,1294445,1335487,1319407,1334993,1325685,1333349,1501834,1311652,1330240,1322722,1331341,1382837,1345092,1324531,1335068,1339973,1069484,1333831,1335778,1348707,1349356,1319125,1345057,1342319,1331344,1335475,1406161,1331488,1309757,1335348,1328404,1327107,1331614,1332384,1319839,1321251,1339559,1323510,1334402,1271532,1334114,1338438,1334817,1312406,1327998,1341289,1329586,1332925,1317687,1334728,1330137,1332738
1437535,1411175,1427738,1446102,1437485,1418081,1425070,1421937,1429361,1417002,1410958,1423694,1337538,1415561,1428667,1412487,1423476,1416317,1420228,1585128,1396476,1413316,1434541,1408724,1481278,1416737,1413159,1428374,1420072,1130489,1419017,1405204,1439949,1439889,1411921,1428248,1411503,1423418,1426043,1518201,1427937,1395299,1427878,1408252,1424284,1434963,1410515,1416864,1418401,1418816,1410274,1416753,1361316,1418694,1368852,1413174,1405436,1416276,1427875,1472428,1424165,1404266,1421658,1420663,1420749
1510031,1494311,1517632,1498242,1519943,1510823,1496031,1531665,1465170,1498234,1516014,1507976,1359200,1542742,1488840,1515419,1517770,1504782,1507136,1692887,1508643,1513495,1525339,1488769,1599929,1494384,1495041,1511637,1503804,1143990,1500116,1489644,1552462,1529629,1494130,1509436,1492102,1501099,1506960,1643090,1517835,1460766,1491336,1506077,1501978,1492853,1519229,1534429,1511124,1498798,1508008,1502819,1375801,1506889,1448509,1510747,1497027,1506741,1506316,1525967,1502204,1485365,1509676,1497486,1506093
1546690,1541113,1561439,1540909,1573257,1552044,1558911,1516173,1507559,1568672,1543523,1553714,1401567,1583889,1550491,1569911,1542628,1550365,1557193,1770534,1557619,1540580,1520116,1556657,1636753,1552064,1543737,1557172,1553939,1212052,1560772,1571132,1579847,1575083,1543773,1557439,1565401,1553246,1540962,1641335,1543712,1508456,1557691,1557639,1562525,1551463,1548693,1534582,1552619,1560584,1550976,1555121,1418827,1551676,1598295,1551637,1543020,1556100,1550727,1495179,1551938,1533276,1550433,1556531,1553083
1531520,1516668,1538222,1552327,1540401,1524131,1534688,1538833,1515579,1531174,1517788,1533334,1454362,1542849,1531662,1508373,1527200,1522235,1529973,1702650,1502704,1531750,1493444,1527419,1586865,1528025,1520247,1538679,1526833,1248672,1532836,1524148,1540092,1547555,1518606,1538803,1529249,1534431,1534148,1608961,1529275,1509460,1533729,1525560,1526771,1536512,1526101,1521451,1525831,1532752,1529888,1531866,1459759,1532087,1564774,1522257,1512106,1529926,1531555,1517889,1526805,1516318,1530935,1533045,1529588
1386406,1368892,1406129,1403226,1396268,1377392,1383612,1393449,1384347,1378154,1383250,1392576,1306866,1392286,1390118,1372289,1388498,1376163,1390836,1554426,1369547,1384891,1378727,1377018,1445262,1378692,1364767,1401145,1389208,1114123,1378897,1385554,1404775,1396064,1373631,1393388,1383016,1392118,1382571,1468364,1391929,1359775,1385403,1376793,1384667,1380666,1389251,1390148,1388153,1380978,1388744,1390665,1310172,1384308,1384387,1384560,1370434,1387607,1388871,1381386,1382503,1380883,1392361,1386737,1385824
1342959,1327371,1366201,1358421,1352227,1334949,1343990,1343339,1350417,1342457,1342157,1350355,1262817,1341903,1338469,1329614,1343157,1333872,1354500,1514287,1327930,1344147,1329955,1342687,1405214,1349622,1320126,1358252,1343159,1077337,1339846,1345390,1359886,1347424,1331453,1345379,1342375,1350877,1344069,1423435,1343888,1321256,1338893,1334889,1339727,1341083,1345248,1350094,1344728,1336737,1342428,1343283,1259521,1344868,1349266,1349331,1335392,1343400,1349566,1332313,1338582,1342278,1346150,1345965,1343787
1315497,1305225,1338516,1332306,1327697,1312095,1318394,1312262,1343060,1327414,1318264,1324111,1240644,1299228,1311388,1302204,1320514,1308679,1332539,1486357,1303294,1319560,1310541,1318972,1379545,1322244,1297856,1329476,1318000,1057536,1317177,1320640,1331804,1323313,1306378,1317713,1322603,1324009,1318049,1398399,1316189,1297050,1315540,1314931,1319006,1318672,1318278,1312301,1316312,1313050,1317542,1319646,1239282,1319653,1322244,1318129,1313639,1317718,1324985,1309312,1313916,1313895,1318581,1315793,1318641
1316024,1308277,1332914,1331017,1329726,1310071,1316872,1312415,1350264,1323994,1315126,1321399,1240525,1289905,1315916,1301553,1318116,1307349,1324131,1481244,1301682,1311313,1319588,1318141,1379602,1313618,1299454,1324633,1317622,1049722,1315450,1318046,1334512,1324658,1305621,1314109,1316447,1321065,1313236,1400763,1313103,1288615,1324368,1311919,1321711,1319127,1312573,1307635,1318307,1312048,1317813,1320935,1242673,1317630,1305227,1307770,1316202,1315033,1324196,1323730,1315638,1310169,1315474,1316008,1316863
1330259,1316678,1339046,1333600,1337997,1319820,1325379,1332970,1344482,1317057,1324029,1327966,1228139,1306415,1328971,1319537,1327120,1316096,1326602,1493845,1313067,1321103,1329307,1323062,1392832,1314898,1309021,1331015,1318794,1040086,1320427,1324720,1351632,1334171,1313029,1319648,1317143,1326473,1322578,1418276,1324184,1289243,1324508,1320984,1323982,1321966,1327617,1330214,1325715,1319026,1328417,1331877,1230996,1325281,1307066,1321739,1327837,1322908,1332166,1327578,1322612,1316908,1323193,1323968,1324610
1354660,1347156,1371322,1361443,1366167,1350697,1355728,1359335,1368638,1353146,1356929,1361828,1244400,1343321,1351339,1351606,1358739,1348259,1358711,1531945,1345868,1360628,1348578,1355558,1427487,1361616,1340222,1363150,1357227,1061915,1353673,1356919,1383786,1366369,1344712,1350336,1355543,1359856,1357375,1452755,1356312,1326712,1348961,1352554,1349443,1353527,1359178,1362284,1356359,1350698,1357841,1360032,1251501,1355883,1351618,1364028,1362848,1354463,1363588,1351706,1353420,1348633,1357049,1356307,1356487
1378143,1380784,1395696,1384310,1396488,1380589,1382816,1376849,1404780,1394882,1385579,1385821,1273892,1365026,1377904,1377997,1387136,1381706,1388992,1562733,1377567,1383442,1381202,1386717,1455927,1388788,1373510,1386178,1385104,1085375,1381549,1385503,1413112,1392994,1373400,1380336,1393219,1387916,1388681,1482579,1382361,1354142,1387932,1382073,1384278,1382460,1387278,1374508,1385474,1382452,1380171,1385634,1289055,1387385,1381791,1382678,1390253,1384626,1388242,1376212,1379845,1378939,1385493,1381881,1385062
1429752,1427049,1423966,1412311,1437251,1423468,1416036,1409473,1450551,1434414,1419218,1419922,1306921,1389838,1408697,1408914,1421417,1414725,1420548,1597514,1415785,1407032,1418764,1419810,1489633,1417082,1413201,1408778,1416084,1109262,1416225,1419948,1446447,1425107,1408828,1424659,1420136,1412839,1413878,1517238,1415499,1379912,1430340,1427088,1429168,1430986,1408911,1407208,1406741,1416342,1418380,1423980,1325275,1423449,1405489,1399339,1413810,1419865,1420317,1422331,1416688,1415498,1414310,1417794,1418971
1415712,1418628,1417219,1400972,1437568,1417823,1414852,1418743,1434440,1402806,1398546,1410510,1287644,1380319,1412672,1417787,1424841,1404381,1402818,1597201,1409881,1412769,1414434,1401747,1481280,1381290,1399309,1399491,1405400,1099728,1399025,1421525,1441896,1409196,1397308,1432332,1391916,1393508,1385897,1498971,1413727,1346254,1405073,1424510,1421009,1399801,1407926,1419017,1417956,1414315,1422485,1414442,1311519,1402993,1411805,1397695,1386302,1409992,1409872,1383686,1412206,1409477,1411274,1397967,1408430
1400554,1422543,1428557,1430246,1424254,1409076,1422099,1421223,1440740,1415323,1403468,1418329,1310885,1396317,1415097,1411450,1416566,1412909,1414913,1598473,1397491,1420736,1397664,1410239,1483697,1435967,1403252,1417692,1421102,1115517,1406598,1416311,1439050,1414055,1404737,1436346,1426536,1418779,1438582,1512435,1424026,1394006,1411481,1395081,1396890,1412389,1422868,1411002,1420789,1408615,1411690,1421924,1321113,1412351,1426946,1429134,1398124,1420895,1415528,1412905,1418263,1424104,1418399,1418420,1416558
1414457,1413869,1427397,1425047,1430838,1407045,1423237,1406249,1420116,1415262,1413143,1416357,1314297,1409700,1411375,1416443,1412683,1411269,1418809,1590386,1402948,1401135,1417918,1409457,1486913,1405289,1400058,1416323,1406027,1112238,1402363,1415099,1439157,1415035,1403855,1417415,1410560,1416674,1400921,1509826,1417822,1375668,1420984,1415972,1420470,1425680,1405891,1417061,1411088,1405658,1420316,1424466,1322612,1412450,1399708,1411679,1412613,1418968,1413425,1420384,1414945,1415819,1407825,1418917,1414399
1437307,1436242,1451579,1441102,1446571,1431468,1429594,1446522,1438538,1440647,1444740,1440453,1326869,1436276,1435146,1431201,1442192,1432630,1442988,1618381,1429483,1446430,1428171,1437349,1517435,1443905,1425658,1441561,1445431,1128058,1435557,1440801,1468985,1443543,1427500,1437438,1441098,1443055,1446617,1544711,1439961,1407735,1433347,1429997,1433093,1422195,1448038,1436203,1439069,1431077,1439823,1442346,1328282,1440194,1426972,1438522,1444531,1442090,1438591,1440922,1434013,1436465,1441019,1436635,1438783
1480626,1487025,1496864,1474468,1499991,1477279,1486343,1469950,1482151,1488733,1476810,1486360,1364608,1481904,1473477,1481110,1486531,1470169,1480215,1666566,1479197,1473230,1485962,1477150,1563476,1477898,1463073,1474019,1472237,1151728,1471076,1480073,1507471,1486485,1470981,1482287,1479731,1479384,1473587,1589484,1481895,1437555,1485302,1488918,1484508,1495409,1470754,1473434,1481388,1474694,1479399,1489855,1364973,1476313,1461756,1474265,1481060,1481544,1485238,1488894,1482755,1477592,1475053,1477451,1480566
1501990,1503052,1518547,1493600,1512707,1486731,1494770,1499834,1478478,1495436,1494855,1501386,1372822,1509231,1496351,1506696,1493645,1486168,1493857,1687613,1492855,1491561,1493159,1492435,1582381,1484035,1470981,1493391,1494682,1161867,1485470,1501402,1534010,1498611,1485999,1491866,1489623,1500551,1493968,1608607,1497336,1445892,1498745,1491495,1499435,1483170,1501630,1497758,1493990,1489535,1499845,1504893,1373893,1489121,1492321,1487315,1501227,1496429,1501515,1485716,1501020,1497128,1498733,1501777,1495806
1516767,1512168,1535991,1514936,1523702,1507514,1513700,1507701,1490674,1518699,1510168,1519178,1395816,1533094,1507041,1511885,1506993,1501464,1517533,1700620,1503271,1510915,1489802,1503412,1595317,1520878,1487095,1515046,1511496,1182537,1504106,1506848,1533225,1518762,1502661,1499033,1518937,1514967,1514479,1618337,1520103,1482926,1513342,1510876,1509639,1523380,1506473,1503550,1505011,1503469,1509665,1518417,1381292,1510569,1515641,1509065,1524351,1512861,1518694,1514226,1504410,1509823,1507836,1518585,1512443
1507212,1492666,1528469,1493077,1518142,1502371,1499857,1502814,1489062,1494064,1502069,1507790,1385931,1507590,1511739,1501793,1503126,1488119,1519412,1687897,1501848,1496723,1494361,1497997,1584441,1485480,1470975,1507444,1500432,1177232,1494240,1508635,1530151,1514425,1490170,1486382,1497255,1498230,1493841,1606894,1498241,1455058,1501368,1497803,1505816,1488393,1506910,1497588,1501661,1494853,1500607,1505790,1384845,1498424,1494679,1493560,1507632,1501722,1505535,1490000,1492406,1486250,1502893,1494866,1500378
